
Gurobi 11.0.3 (linux64, Java) logging started qua 27 nov 2024 05:45:42 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 2.7413914365596508e-08
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_hosp/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 100597 rows, 68273 columns and 492480 nonzeros
Model fingerprint: 0x3aaf567a
Model has 189 quadratic constraints
Variable types: 34046 continuous, 34227 integer (184 binary)
Coefficient statistics:
  Matrix range     [5e-03, 1e+07]
  QMatrix range    [5e-03, 2e+05]
  QLMatrix range   [1e+00, 2e+05]
  Objective range  [1e+00, 7e+07]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 6e+05]
  QRHS range       [2e-01, 2e-01]
Presolve removed 98431 rows and 66084 columns
Presolve time: 0.44s
Presolved: 3938 rows, 2721 columns, 282022 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 184 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 731 continuous, 1990 integer (186 binary)
Found heuristic solution: objective 3.065325e+07

Root relaxation: objective 0.000000e+00, 263 iterations, 0.08 seconds (0.02 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
  2125  1452     cutoff  761      1615020.00 1442754.50  10.7%  14.2  126s
  2308  1575 1518390.67  677  819 1615020.00 1442754.50  10.7%  14.3  142s
H 2309  1497                    1614188.4224 1442754.50  10.6%  14.3  144s
  2311  1498 1564494.42  120   75 1614188.42 1442754.50  10.6%  14.3  145s
  2318  1503 1504404.77  238  103 1614188.42 1442754.50  10.6%  14.3  150s
  2322  1505 1549796.28   97  111 1614188.42 1442754.50  10.6%  14.3  155s
  2323  1506 1500599.33   73  111 1614188.42 1442754.50  10.6%  14.2  162s
  2330  1514 1486438.78   14  288 1614188.42 1442754.50  10.6%  15.1  165s
  2361  1534 1512617.56   21  282 1614188.42 1442754.50  10.6%  15.2  170s
  2379  1545 1522020.31   26  245 1614188.42 1442754.50  10.6%  15.2  175s
  2401  1561 1530332.57   32  239 1614188.42 1442754.50  10.6%  15.2  180s
  2426  1583 1530348.57   39  211 1614188.42 1442754.50  10.6%  15.2  185s
  2476  1618 1530367.35   54  194 1614188.42 1442754.50  10.6%  14.9  191s
  2512  1646 1530391.06   63  189 1614188.42 1442754.50  10.6%  14.8  195s
  2581  1691 1547557.97   83  216 1614188.42 1442754.50  10.6%  14.6  201s
  2608  1713 1530433.82   90  186 1614188.42 1442754.50  10.6%  14.5  205s
  2657  1747 1530472.22  105  188 1614188.42 1442754.50  10.6%  14.4  210s
  2697  1774 1530445.17  118  186 1614188.42 1442754.50  10.6%  14.4  215s
  2739  1804 1530488.24  131  188 1614188.42 1442754.50  10.6%  14.3  220s
  2795  1839 1532350.48  148  189 1614188.42 1442754.50  10.6%  14.4  227s
  2818  1860 1533428.09  154  187 1614188.42 1442754.50  10.6%  14.4  230s
  2872  1891 1535828.98  170  186 1614188.42 1442754.50  10.6%  14.3  235s
  2927  1933 1555679.86  186  221 1614188.42 1442754.50  10.6%  14.4  241s
  2987  1965 1535376.07  202  185 1614188.42 1442754.50  10.6%  14.4  247s
  3013  1982 1535878.32  209  183 1614188.42 1442754.50  10.6%  14.5  251s
  3040  1994 1535878.81  217  182 1614188.42 1442754.50  10.6%  14.6  255s
  3086  2026 1536254.38  228  185 1614188.42 1442754.50  10.6%  14.6  262s
  3117  2037 1537432.65  237  180 1614188.42 1442754.50  10.6%  14.6  265s
  3184  2096 1538203.12  252  192 1614188.42 1442754.50  10.6%  14.7  273s
  3230  2117 1539338.19  264  180 1614188.42 1442754.50  10.6%  14.7  277s
  3276  2135 1539729.75  276  179 1614188.42 1442754.50  10.6%  14.8  281s
  3324  2133 1540124.19  292  178 1614188.42 1442754.50  10.6%  14.9  285s
  3340  2177 1540124.26  298  178 1614188.42 1442754.50  10.6%  15.0  290s
  3391  2207 1540125.37  312  178 1614188.42 1442754.50  10.6%  15.0  296s
  3442  2237 1540998.50  325  181 1614188.42 1442754.50  10.6%  15.0  301s
  3490  2263 1540999.96  336  177 1614188.42 1442754.50  10.6%  14.9  306s
  3536  2290 1541000.03  346  179 1614188.42 1442754.50  10.6%  15.0  312s
  3583  2317 1541000.12  356  183 1614188.42 1442754.50  10.6%  15.2  317s
  3632  2343 1541007.23  365  177 1614188.42 1442754.50  10.6%  15.4  323s
  3688  2378 1541794.77  378  177 1614188.42 1442754.50  10.6%  15.4  329s
  3749  2412 1541797.03  390  191 1614188.42 1442754.50  10.6%  15.6  336s
  3807  2441 1541802.44  404  177 1614188.42 1442754.50  10.6%  15.7  343s
  3861  2471 1541818.33  417  177 1614188.42 1442754.50  10.6%  15.9  348s
  3911  2506 1541816.39  430  177 1614188.42 1442754.50  10.6%  16.1  360s
  3969  2560     cutoff  445      1614188.42 1442754.50  10.6%  16.4  368s
  4065  2590 1546579.08  474  177 1614188.42 1442754.50  10.6%  16.6  376s
  4140  2646 1547630.34  495  178 1614188.42 1442754.50  10.6%  16.7  384s
  4235  2699 1549325.33  522  176 1614188.42 1442754.50  10.6%  16.9  394s
  4330  2730 1551000.05  546  174 1614188.42 1442754.50  10.6%  17.1  401s
  4397  2811 1552250.78  563  176 1614188.42 1442754.50  10.6%  17.1  411s
  4503  2883 1558834.09  591  177 1614188.42 1442754.50  10.6%  17.1  421s
  4617  2954 1559302.25  621  179 1614188.42 1442754.50  10.6%  17.0  432s
  4733  3026 1564368.25  652  183 1614188.42 1442754.50  10.6%  17.0  443s
  4850  3093 1563243.17  683  181 1614188.42 1442754.50  10.6%  17.1  453s
  4965  3152 1564858.77  712  183 1614188.42 1442754.50  10.6%  17.2  464s
  5079  3226 1563782.84  743  184 1614188.42 1442754.50  10.6%  17.3  475s
  5207  3292 1564093.28  777  183 1614188.42 1442754.50  10.6%  17.3  487s
  5329  3353 1565648.73  810  183 1614188.42 1442754.50  10.6%  17.2  496s
  5439  3427 1566707.40  844  183 1614188.42 1442754.50  10.6%  17.0  505s
  5556  3504 1565763.21  883  183 1614188.42 1442754.50  10.6%  16.9  519s
  5674  3589 1568296.05  922  183 1614188.42 1442754.50  10.6%  16.7  532s
  5806  3683 1569225.43  963  181 1614188.42 1442754.50  10.6%  16.5  543s
  5958  3794 1573463.69 1003  182 1614188.42 1442754.50  10.6%  16.2  558s
  6120  3890 1574652.02 1042  182 1614188.42 1442754.50  10.6%  15.9  574s
  6314  3979 infeasible 1092      1614188.42 1442754.50  10.6%  15.6  588s
  6523  4069 1576384.21 1148  182 1614188.42 1442754.50  10.6%  15.3  602s
  6741  4157 infeasible 1206      1614188.42 1442754.50  10.6%  15.0  619s
H 6742  4124                    1614180.1874 1442754.50  10.6%  15.0  619s
  6960  4286 1578433.73 1264  182 1614180.19 1442754.50  10.6%  14.7  633s
H 7080  4261                    1597406.2934 1442754.50  9.68%  14.6  633s
  7186  4397 1579603.13 1324  182 1597406.29 1442754.50  9.68%  14.5  648s
  7380  4544 infeasible 1370      1597406.29 1442754.50  9.68%  14.3  664s
H 7381  4544                    1595234.8872 1442754.50  9.56%  14.3  664s
  7579  4677 1581804.59 1421  181 1595234.89 1442754.50  9.56%  14.1  677s
H 7756   268                    1498668.4498 1442754.50  3.73%  13.9  691s
  7945    92     cutoff 1512      1498668.45 1442754.50  3.73%  13.7  708s
  8153   263     cutoff   39      1498668.45 1442754.50  3.73%  13.8  726s
  8330   369 1482092.44   88  227 1498668.45 1442754.50  3.73%  13.6  745s
  8496   513 1483521.89  136  215 1498668.45 1442754.50  3.73%  13.5  764s
  8655   688 1483560.49  181  190 1498668.45 1442754.50  3.73%  13.3  783s
H 8750   688                    1497860.6259 1442754.50  3.68%  13.2  783s
  8838   826 1483621.37  228  175 1497860.63 1442754.50  3.68%  13.0  804s
H 8890   825                    1497588.1049 1442754.50  3.66%  13.0  804s
  8976   964 1483630.35  254  175 1497588.10 1442754.50  3.66%  12.9  825s
H 9026   964                    1497520.0363 1442754.50  3.66%  12.8  825s
H 9115  1084                    1497045.9449 1442754.50  3.63%  12.8  843s
  9252  1201 1483637.68  306  178 1497045.94 1442754.50  3.63%  12.8  859s
H 9313  1201                    1497042.5559 1442754.50  3.63%  12.8  859s
H 9395  1308                    1496994.1458 1442754.50  3.62%  12.8  881s
H 9447  1308                    1496986.3985 1442754.50  3.62%  12.9  881s
  9524  1402 1483637.64  366  177 1496986.40 1442754.50  3.62%  12.8  902s
  9657  1463 1483660.12  397  176 1496986.40 1442754.50  3.62%  12.9  922s
H 9794  1532                    1496981.3058 1442754.50  3.62%  12.9  945s
H 9886  1630                    1496977.1869 1442754.50  3.62%  13.0  963s
H10008  1696                    1496908.6424 1442754.50  3.62%  12.9  976s
H10103  1752                    1496906.7957 1442754.50  3.62%  12.8  992s
H10146  1752                    1496549.3273 1442754.50  3.59%  12.8  992s
 10223  1858 1487236.57  524  179 1496549.33 1442754.50  3.59%  12.9 1010s
H10374  1974                    1496479.1543 1442754.50  3.59%  12.9 1033s
 10515  2100 1488462.97  577  184 1496479.15 1442754.50  3.59%  12.8 1057s
 10653  2253 1488375.86  597  181 1496479.15 1442754.50  3.59%  12.8 1080s
 10829  2461 1494131.84  631  178 1496479.15 1442754.50  3.59%  12.7 1100s
 11066  2716 1473535.62   26  261 1496479.15 1443446.45  3.54%  12.5 1116s
H11186  2708                    1496329.5095 1443446.45  3.53%  12.4 1116s
 11326  3009 1480635.43  146  192 1496329.51 1443446.45  3.53%  12.4 1135s
 11627  3203 1480670.02  305  189 1496329.51 1443446.45  3.53%  12.2 1158s
H11821  3428                    1496321.9644 1443446.45  3.53%  12.1 1176s
 12046  3651 1480771.60  444  184 1496321.96 1443446.45  3.53%  11.9 1193s
 12269  3876 1480805.53  527  182 1496321.96 1443446.45  3.53%  11.8 1214s
 12494  4075 1480837.62  609  182 1496321.96 1443446.45  3.53%  11.8 1232s
H12573  4047                    1494485.5906 1443446.45  3.42%  11.8 1232s
H12698  4269                    1494463.5373 1443446.45  3.41%  11.7 1253s
 12921  4498 1481026.77  761  182 1494463.54 1443446.45  3.41%  11.7 1273s
 13153  4721 1481243.43  850  184 1494463.54 1443446.45  3.41%  11.7 1290s
H13379  4920                    1494438.2351 1443446.45  3.41%  11.7 1308s
H13582  5069                    1494295.1467 1443446.45  3.40%  11.8 1327s
 13790  5256 1483166.41 1095  182 1494295.15 1443446.45  3.40%  12.0 1344s
 13996  5384 1484180.16 1173  182 1494295.15 1443446.45  3.40%  12.1 1355s
H14155  5516                    1494284.5607 1443446.45  3.40%  12.1 1374s
 14335  5611 1488663.27 1323  180 1494284.56 1443446.45  3.40%  12.2 1392s
 14492  5680 1492979.92 1388  173 1494284.56 1443726.27  3.38%  12.1 1416s
H14651  5765                    1494269.5896 1443726.27  3.38%  12.0 1438s
 14766  5878 1490601.47   42  216 1494269.59 1443795.26  3.38%  12.0 1452s
 14889  5994 1490851.89  123  199 1494269.59 1443866.69  3.37%  12.0 1467s
 15042  6116 1455753.83   19  270 1494269.59 1444223.29  3.35%  12.0 1487s
 15176  6236 1479132.84   41  233 1494269.59 1444223.29  3.35%  11.9 1503s
 15304  6350     cutoff  126      1494269.59 1444223.29  3.35%  11.9 1518s
 15449  6484 1483988.73   96  212 1494269.59 1444922.80  3.30%  11.9 1537s
 15592  6591 1484130.89   90  210 1494269.59 1445270.06  3.28%  11.9 1557s
H15721  6664                    1493841.4060 1445270.06  3.25%  11.9 1579s
 15817  6787 1484628.76   86  222 1493841.41 1445270.06  3.25%  11.9 1595s
H15921  6786                    1493800.9051 1445270.06  3.25%  11.9 1595s
H15952  6885                    1493372.7193 1445270.06  3.22%  11.9 1612s
 16080  6961 1491131.76  178  205 1493372.72 1445270.06  3.22%  11.9 1628s
 16198  7047 1490357.95  218  205 1493372.72 1445270.06  3.22%  12.0 1641s
 16291  7135 1490489.85  241  189 1493372.72 1445270.06  3.22%  12.0 1653s
 16385  7228 1490497.07  263  186 1493372.72 1445270.06  3.22%  12.0 1663s
 16482  7314 1490577.77  285  178 1493372.72 1445270.06  3.22%  11.9 1677s
 16574  7404 1490593.92  306  178 1493372.72 1445270.06  3.22%  11.9 1689s
 16669  7488 1490603.69  328  188 1493372.72 1445270.06  3.22%  11.9 1702s
 16763  7575 1490610.84  352  177 1493372.72 1445270.06  3.22%  11.9 1714s
 16855  7663 1490611.17  373  177 1493372.72 1445270.06  3.22%  11.9 1728s
H16908  7663                    1493363.3025 1445270.06  3.22%  11.9 1728s
 16947  7756 1490616.18  394  177 1493363.30 1445270.06  3.22%  11.9 1742s
 17040  7854 1490811.07  414  177 1493363.30 1445270.06  3.22%  11.9 1756s
 17138  7951 1490813.38  437  177 1493363.30 1445270.06  3.22%  11.9 1769s
H17183  7949                    1493361.5656 1445270.06  3.22%  11.9 1769s
H17235  8041                    1493298.7793 1445270.06  3.22%  11.9 1782s
 17332  8135 1491680.73  483  177 1493298.78 1445270.06  3.22%  11.9 1794s
 17426  8231 1491741.89  503  178 1493298.78 1445270.06  3.22%  11.9 1805s
 17522  8329 1491816.22  524  178 1493298.78 1445270.06  3.22%  12.0 1820s
 17620  8428 1491842.13  546  178 1493298.78 1445270.06  3.22%  12.0 1834s
 17719  8523 1491796.09  568  178 1493298.78 1445270.06  3.22%  12.0 1849s
 17814  8617 1491812.23  589  178 1493298.78 1445270.06  3.22%  12.1 1864s
H17856  8616                    1493292.3592 1445270.06  3.22%  12.1 1864s
 17908  8708 1491889.72  610  178 1493292.36 1445270.06  3.22%  12.1 1880s
 18000  8801 1491844.47  631  178 1493292.36 1445270.06  3.22%  12.1 1895s
H18093  8875                    1493285.8885 1445270.06  3.22%  12.1 1910s
H18136  8875                    1493194.0519 1445270.06  3.21%  12.2 1910s
 18167  8943 1491885.18  674  178 1493194.05 1445270.06  3.21%  12.2 1927s
 18263  9009     cutoff  703      1493194.05 1445270.06  3.21%  12.3 1941s
 18359  9077 1491931.82  732  178 1493194.05 1445270.06  3.21%  12.4 1956s
 18455  9146     cutoff  761      1493194.05 1445270.06  3.21%  12.5 1968s
 18554  9215 1492528.53  791  179 1493194.05 1445270.06  3.21%  12.6 1983s
 18653  9280 1492037.67  822  178 1493194.05 1445270.06  3.21%  12.7 2007s
 18748  9350 infeasible  852      1493194.05 1445270.06  3.21%  12.7 2023s
 18850  9420 1492085.67  884  178 1493194.05 1445270.06  3.21%  12.8 2039s
 18950  9491 1492108.79  914  178 1493194.05 1445270.06  3.21%  12.9 2054s
H19011  9491                    1493190.8536 1445270.06  3.21%  13.0 2054s
 19051  9561 infeasible  944      1493190.85 1445270.06  3.21%  13.0 2069s
H19052  9537                    1493058.2735 1445270.06  3.20%  13.0 2069s
 19153  9674 1493014.38  975  180 1493058.27 1447398.13  3.06%  13.1 2093s
 19308  9857 1480938.35   75  241 1493058.27 1447599.83  3.04%  13.1 2118s
 19497 10005 1485197.45  117  225 1493058.27 1447599.83  3.04%  13.0 2136s
 19673 10103 1485079.73  199  206 1493058.27 1447599.83  3.04%  12.9 2154s
 19793 10250 1485309.75  263  205 1493058.27 1447599.83  3.04%  12.9 2175s
 19971 10430 1485614.85  351  199 1493058.27 1447599.83  3.04%  12.8 2197s
H20151  8536                    1492117.9094 1447599.83  2.98%  12.7 2215s
H20315  8642                    1492113.5248 1447599.83  2.98%  12.6 2240s
H20475  8190                    1491779.5647 1447599.83  2.96%  12.6 2240s
 20587  8305 1485796.01  509  183 1491779.56 1447599.83  2.96%  12.6 2259s
 20719  8477 1485862.12  564  198 1491779.56 1447599.83  2.96%  12.6 2284s
H20979  8631                    1491775.1801 1447599.83  2.96%  12.6 2305s
H21195  8802                    1491771.4868 1447599.83  2.96%  12.5 2333s
 21402  8961 1486391.81  756  180 1491771.49 1447599.83  2.96%  12.5 2359s
 21590  9148 1486395.20  775  180 1491771.49 1447599.83  2.96%  12.6 2388s
 21781  9335 1486447.16  796  190 1491771.49 1447599.83  2.96%  12.5 2421s
 21980  9557 1486460.03  812  178 1491771.49 1447599.83  2.96%  12.5 2450s
 22232  9730 1486697.74  858  180 1491771.49 1447599.83  2.96%  12.4 2469s
 22452  9916 1487090.74  922  180 1491771.49 1447599.83  2.96%  12.4 2487s
 22691 10067 1487546.13 1003  178 1491771.49 1447599.83  2.96%  12.3 2504s
H22874 10204                    1491745.1424 1447599.83  2.96%  12.3 2520s
H22972 10187                    1491703.9926 1447599.83  2.96%  12.4 2520s
 23024 10379 1487669.30 1081  179 1491703.99 1447599.83  2.96%  12.4 2539s
 23217 10547 1487749.31 1108  178 1491703.99 1447599.83  2.96%  12.4 2555s
 23414 10715 1488239.84 1134  179 1491703.99 1447599.83  2.96%  12.4 2577s
 23614 10905 1488279.17 1148  180 1491703.99 1447599.83  2.96%  12.5 2599s
 23822 11078 1488370.36 1170  180 1491703.99 1447599.83  2.96%  12.6 2618s
 24009 11232 1488677.65 1201  182 1491703.99 1447599.83  2.96%  12.8 2635s
 24183 11353 1489198.49 1241  183 1491703.99 1450566.13  2.76%  12.8 2652s
 24386 11457 1489322.09   33  261 1491703.99 1458160.69  2.25%  12.9 2676s
 24592 11589 1485984.72   30  264 1491703.99 1460424.32  2.10%  13.0 2699s
 24814 11742 1477126.05   44  219 1491703.99 1460424.32  2.10%  13.1 2719s
 24980 11832     cutoff  141      1491703.99 1460424.32  2.10%  13.1 2738s
 25090 11947 1491644.22  189  162 1491703.99 1461039.47  2.06%  13.1 2759s
H25277 12105                    1491702.1459 1461039.47  2.06%  13.1 2776s
 25442 12238 1487322.99  151  191 1491702.15 1461039.47  2.06%  13.1 2799s
 25621 12351 1487837.75  206  188 1491702.15 1461039.47  2.06%  13.0 2822s
 25832 12481 1490140.80  251  182 1491702.15 1463369.24  1.90%  13.0 2841s
 25994 12630 1477756.75   97  186 1491702.15 1463369.24  1.90%  13.0 2860s
 26143 12789 1478202.81  190  186 1491702.15 1463369.24  1.90%  13.0 2877s
 26307 12912 1487316.21  296  195 1491702.15 1466102.83  1.72%  13.0 2894s
 26500 13058 infeasible   63      1491702.15 1466969.44  1.66%  13.0 2912s
 26666 13193 1491426.10  123  198 1491702.15 1467252.28  1.64%  13.0 2932s
 26836 13311 1480327.06   21  268 1491702.15 1467433.08  1.63%  12.9 2951s
 27041 13433 1488069.67  107  226 1491702.15 1467433.08  1.63%  12.9 2968s
 27175 13540 1491636.36  175  165 1491702.15 1467858.57  1.60%  12.9 2980s
 27311 13721 1476279.62   23  287 1491702.15 1467970.42  1.59%  12.9 3000s
H27503 13727                    1491658.4746 1469415.35  1.49%  12.8 3020s
 27565 13905 1483306.93  188  182 1491658.47 1469415.35  1.49%  12.8 3040s
 27743 14097 1483590.46  306  182 1491658.47 1469415.35  1.49%  12.8 3066s
 27938 14271 1483818.18  440  179 1491658.47 1469415.35  1.49%  12.8 3088s
 28117 14435 1484100.27  556  179 1491658.47 1469415.35  1.49%  12.8 3112s
H28221 14424                    1491648.5719 1469415.35  1.49%  12.9 3112s
 28284 14547 1484417.12  660  177 1491648.57 1469932.61  1.46%  12.9 3135s
 28461 14666 1475406.38   37  222 1491648.57 1469932.61  1.46%  12.8 3155s
 28583 14801 1485456.53  106  211 1491648.57 1469932.61  1.46%  12.9 3182s
 28780 14937 1491606.92  185  169 1491648.57 1470315.81  1.43%  12.9 3207s
H28885 14796                    1491597.1540 1470847.33  1.39%  12.8 3207s
 28978 15020 1478523.14   69  233 1491597.15 1471284.65  1.36%  12.8 3234s
 29226 15141 1479044.78  131  192 1491597.15 1471284.65  1.36%  12.7 3257s
H29368 15328                    1491595.3073 1471284.65  1.36%  12.7 3286s
 29592 15497 1479184.91  223  188 1491595.31 1471284.65  1.36%  12.7 3315s
 29838 15697 1479349.44  267  187 1491595.31 1471284.65  1.36%  12.6 3342s
 30075 15904 1479447.25  296  185 1491595.31 1471284.65  1.36%  12.6 3371s
 30283 16123 1479642.77  329  185 1491595.31 1471284.65  1.36%  12.6 3398s
 30508 16295 1479900.19  379  195 1491595.31 1471284.65  1.36%  12.6 3426s
H30596 16259                    1491576.1732 1471284.65  1.36%  12.6 3426s
 30710 16478 1480160.03  425  192 1491576.17 1471284.65  1.36%  12.6 3454s
 30937 16668 1480255.33  467  192 1491576.17 1471284.65  1.36%  12.6 3476s
 31151 16848 1480352.15  513  186 1491576.17 1471284.65  1.36%  12.6 3502s
 31376 16997 1487039.36  550  185 1491576.17 1471284.65  1.36%  12.6 3528s
 31597 17174 1487138.74  584  185 1491576.17 1471284.65  1.36%  12.5 3557s
 31812 17367 1487428.14  610  185 1491576.17 1471284.65  1.36%  12.5 3586s
 32014 17447 1488505.57  656  191 1491576.17 1471284.65  1.36%  12.5 3600s

Cutting planes:
  Gomory: 8
  MIR: 229
  StrongCG: 6
  Flow cover: 38
  RLT: 28
  Relax-and-lift: 2

Explored 32120 nodes (403135 simplex iterations) in 3600.12 seconds (2249.57 work units)
Thread count was 2 (of 24 available processors)

Solution count 10: 1.49158e+06 1.4916e+06 1.4916e+06 ... 1.49178e+06

Time limit reached
Best objective 1.491576173177e+06, best bound 1.471284650141e+06, gap 1.3604%
